id,date,timeofday,LON,LAT,"activity 1=not morving, 2=walking, 3=running, 4=biking, 6=skateboarding","direction 1=n, 2=s, 3=e, 4=w, 5=sw, 6=se, 7=nw, 8=ne","withmask 0=no, 1=yes","nomaskimpr 0=no mask or mask but incorrect, 1=mask and correct","maskreason 1=nose exposed, 2=nose and mouth exposed","maskother 1=exhalation valve or vent, 2=on forehead, 3=around neck, 4=touched mask, 5=<2 years of age, 6=in hand, 7=hanging on ear","socialdist 0=no, 1=yes","agegroup 1=<18, 2=18-30, 3=31-55, 4=>55","white 0=not white, 1=white","sex 1=male, 2=female","smoking 0= not smoking, 1=smoking","obese 0=not overweight/obese, 1=overweight/obese","touchsurface 0=no, 1=yes","surfacetype 1=trash can, 2=parking meter, 3=door handle, 4=railing, 5=auto, 6=building, 7=other, 8=bench, 9=phone, 11=tools, 12=table","Etiquette1 0=no hands to head, 1= hands to head"
7/13/1900,9/3/2020,113502,39.688701,-75.756,2,6,1,1,0,0,0,2,1,2,0,0,0,0,0
7/14/1900,9/3/2020,113550,39.689578,-75.7567,2,5,1,1,0,0,0,2,1,2,0,0,0,0,0
7/15/1900,9/3/2020,113550,39.689574,-75.7566,2,5,1,1,0,0,0,2,0,2,0,1,0,0,0
7/16/1900,9/3/2020,113659,39.689535,-75.7568,2,6,1,0,2,3,0,2,1,2,0,0,0,0,0
7/17/1900,9/3/2020,113659,39.689543,-75.7568,2,6,1,0,2,3,0,2,1,2,0,0,0,0,0
7/18/1900,9/11/2020,121120,39.679267,-75.7487,1,0,9,9,9,9,1,9,9,1,0,0,0,0,0
7/19/1900,9/11/2020,114350,39.67768,-75.7517,1,0,0,0,0,0,0,1,1,1,0,0,8,0,0
7/20/1900,9/11/2020,114350,39.67768,-75.7517,1,0,0,0,0,0,0,2,1,1,0,0,8,0,0
7/21/1900,9/11/2020,114357,39.677737,-75.7517,2,1,0,0,0,0,1,2,1,2,0,0,0,0,0
7/22/1900,9/11/2020,114610,39.678242,-75.7523,2,2,1,1,0,0,1,2,1,1,0,0,0,0,0
7/23/1900,9/11/2020,114647,39.678631,-75.7516,1,0,0,0,0,0,0,1,1,2,0,0,1,10,0
7/24/1900,9/11/2020,114647,39.678631,-75.7516,1,0,0,0,0,0,0,3,1,1,0,1,1,10,0
7/25/1900,9/11/2020,115012,39.679089,-75.7535,2,2,1,1,0,0,1,2,1,1,0,1,0,0,0
7/26/1900,9/11/2020,115321,39.680952,-75.7555,2,3,1,1,0,0,1,2,1,2,0,0,0,0,0
7/27/1900,9/11/2020,115321,39.680964,-75.7556,2,2,0,0,0,0,1,2,1,2,0,0,0,0,0
7/28/1900,9/11/2020,115414,39.682915,-75.7547,2,4,1,0,2,1,1,2,1,2,0,0,0,0,0
7/29/1900,9/11/2020,115457,39.682904,-75.7542,2,1,0,0,0,0,1,2,1,2,0,0,0,0,0
7/30/1900,9/11/2020,115523,39.682389,-75.7539,1,0,0,0,0,0,1,2,1,2,0,0,1,7,0
7/31/1900,9/11/2020,115523,39.682382,-75.7539,1,0,0,0,0,0,0,2,1,2,0,1,1,7,1
8/1/1900,9/11/2020,115523,39.682344,-75.7539,1,0,0,0,0,0,0,2,1,2,0,0,1,7,0
8/2/1900,9/11/2020,115523,39.682261,-75.7539,1,0,0,0,0,0,0,2,1,1,0,0,1,7,0
8/3/1900,9/11/2020,115529,39.682037,-75.7538,2,1,0,0,0,0,1,2,1,2,0,1,0,0,0
8/4/1900,9/11/2020,115651,39.683133,-75.7536,2,2,1,1,0,0,0,2,1,1,0,0,0,0,0
8/5/1900,9/11/2020,115651,39.683132,-75.7537,2,2,0,0,0,0,0,2,1,2,0,1,0,0,0
8/6/1900,9/11/2020,115743,39.680705,-75.7536,2,4,1,1,0,0,1,3,0,1,0,1,0,0,0
8/7/1900,9/11/2020,115933,39.681714,-75.7525,2,4,1,1,0,0,0,2,1,2,0,1,0,0,0
8/8/1900,9/11/2020,115933,39.681714,-75.7525,2,4,1,0,0,4,0,2,1,2,0,1,0,0,1
8/9/1900,9/11/2020,120838,39.678843,-75.7498,2,3,1,1,0,0,0,2,0,2,0,0,0,0,0
8/10/1900,9/11/2020,120838,39.678852,-75.7498,2,3,1,1,0,0,0,2,0,1,0,0,0,0,0
8/11/1900,9/11/2020,120948,39.678184,-75.748,2,1,0,0,0,0,1,3,1,1,0,0,0,0,0
8/12/1900,9/3/2020,113659,39.689552,-75.7568,2,6,1,0,2,3,0,2,1,2,0,0,0,0,0
8/13/1900,9/11/2020,121138,39.679445,-75.7485,2,4,0,0,0,0,1,2,1,2,0,0,0,0,0
8/14/1900,9/11/2020,120307,39.681903,-75.7499,2,4,0,0,0,0,1,2,1,2,0,0,0,0,1
8/15/1900,9/11/2020,120158,39.681237,-75.7504,2,1,1,1,0,0,1,2,0,2,0,0,0,0,0
8/16/1900,9/11/2020,121511,39.682032,-75.7494,2,2,0,0,0,0,1,2,1,2,0,0,0,0,0
8/17/1900,9/11/2020,121531,39.682146,-75.7481,2,4,0,0,0,0,1,3,1,2,0,0,0,0,0
8/18/1900,9/11/2020,120325,39.681905,-75.7494,2,2,1,1,0,0,1,2,0,1,0,0,0,0,0
8/19/1900,9/11/2020,121604,39.682216,-75.7473,2,2,1,1,0,0,1,2,1,1,0,0,0,0,0
8/20/1900,9/11/2020,120325,39.681907,-75.7495,2,4,1,1,0,0,1,2,1,2,0,0,0,0,1
8/21/1900,9/11/2020,121714,39.682321,-75.7459,2,3,1,0,0,4,0,2,0,1,0,0,0,0,1
8/22/1900,9/11/2020,120412,39.681156,-75.7495,2,2,0,0,0,0,1,2,0,1,0,0,0,0,0
8/23/1900,9/11/2020,121714,39.682331,-75.7459,2,3,0,0,0,0,0,2,0,1,0,1,0,0,0
8/24/1900,9/11/2020,120445,39.680255,-75.7497,2,1,0,0,0,0,1,3,1,1,0,0,0,0,0
8/25/1900,9/11/2020,121722,39.682215,-75.7456,2,3,1,1,0,0,0,2,1,1,0,0,0,0,0
8/26/1900,9/11/2020,121722,39.682197,-75.7457,2,1,1,1,0,0,0,2,1,1,0,0,0,0,0
8/27/1900,9/11/2020,121722,39.682206,-75.7456,2,3,0,0,0,0,1,2,1,1,0,0,0,0,0
8/28/1900,9/11/2020,120448,39.680115,-75.7497,2,1,1,1,0,0,1,2,0,1,0,0,0,0,0
8/29/1900,9/11/2020,121740,39.682154,-75.7453,2,3,0,0,0,0,1,2,1,1,0,0,0,0,0
8/30/1900,9/11/2020,120453,39.680148,-75.7496,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
8/31/1900,9/11/2020,121843,39.683717,-75.7455,1,0,1,1,0,0,1,3,1,2,0,0,1,11,0
9/1/1900,9/11/2020,120453,39.680148,-75.7496,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
9/2/1900,9/11/2020,121843,39.683715,-75.7454,1,0,1,1,0,0,1,3,0,2,0,1,0,0,0
9/3/1900,9/11/2020,120453,39.680143,-75.7496,2,2,0,0,0,0,0,3,1,2,0,0,0,0,0
9/4/1900,9/16/2020,103217,39.676588,-75.7485,2,4,1,1,0,0,1,2,1,2,0,1,0,0,0
9/5/1900,9/11/2020,120453,39.680109,-75.7496,2,2,0,0,0,0,1,2,1,2,0,0,0,0,1
9/6/1900,9/16/2020,103223,39.676632,-75.7483,2,2,1,1,0,0,1,3,0,1,0,0,0,0,0
9/7/1900,9/11/2020,120617,39.679621,-75.7497,2,3,0,0,0,0,0,2,1,2,0,1,0,0,1
9/8/1900,9/16/2020,103245,39.676967,-75.7485,1,0,1,1,0,0,1,2,1,2,0,1,0,0,0
9/9/1900,9/11/2020,120617,39.679616,-75.7497,2,3,0,0,0,0,0,2,1,1,0,0,0,0,0
9/10/1900,9/11/2020,110328,39.683554,-75.7461,1,0,1,1,0,0,1,4,1,1,0,0,1,7,0
9/11/1900,9/16/2020,103245,39.676958,-75.7485,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0
9/12/1900,9/11/2020,110331,39.683512,-75.7463,2,3,1,0,1,0,0,3,0,2,0,1,1,10,0
9/13/1900,9/16/2020,103245,39.676955,-75.7485,1,0,1,1,0,0,1,2,0,1,0,0,0,0,0
9/14/1900,9/11/2020,110331,39.683518,-75.7463,2,3,1,0,2,3,0,2,1,2,0,0,1,9,0
9/15/1900,9/16/2020,103245,39.676969,-75.7485,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0
9/16/1900,9/11/2020,110333,39.683665,-75.7462,2,4,1,0,0,0,1,3,0,2,0,1,0,0,0
9/17/1900,9/16/2020,103249,39.67696,-75.7487,1,0,1,1,0,0,1,2,1,1,0,0,0,0,1
9/18/1900,9/11/2020,110344,39.683599,-75.7467,2,2,1,1,0,0,0,3,0,2,0,1,0,0,0
9/19/1900,9/16/2020,103258,39.676953,-75.7488,1,0,1,1,0,0,1,2,0,1,0,0,1,6,0
9/20/1900,9/11/2020,110344,39.683605,-75.7467,2,2,1,1,0,0,0,3,0,1,0,1,0,0,0
9/21/1900,9/16/2020,103307,39.677003,-75.7485,1,0,1,1,0,0,1,3,1,1,0,1,0,0,0
9/22/1900,9/11/2020,110402,39.683596,-75.747,2,3,1,1,0,0,0,4,1,2,0,0,0,0,0
9/23/1900,9/16/2020,103324,39.677046,-75.7484,2,4,1,1,0,0,0,2,1,1,0,0,0,0,0
9/24/1900,9/11/2020,110402,39.683598,-75.747,2,3,1,1,0,0,0,4,1,2,0,0,0,0,0
9/25/1900,9/16/2020,103324,39.677124,-75.7484,2,4,1,1,0,0,0,2,1,2,0,1,0,0,0
9/26/1900,9/11/2020,110409,39.68344,-75.7471,2,3,0,0,0,0,1,2,1,2,0,0,0,0,0
9/27/1900,9/16/2020,103324,39.677117,-75.7484,1,0,1,1,0,0,1,3,0,2,0,1,0,0,0
9/28/1900,9/11/2020,110414,39.683415,-75.7472,2,3,1,0,2,6,0,2,1,1,0,0,0,0,0
9/29/1900,9/16/2020,103325,39.677107,-75.7485,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0
9/30/1900,9/11/2020,110414,39.683421,-75.7472,2,3,1,0,2,3,0,2,1,2,0,0,0,0,0
10/1/1900,9/16/2020,103402,39.676936,-75.7475,2,1,0,0,0,0,1,2,1,1,0,0,0,0,0
10/2/1900,9/11/2020,110414,39.683417,-75.7472,2,3,1,1,0,0,1,2,1,2,0,0,0,0,0
10/3/1900,9/16/2020,103409,39.67692,-75.7472,2,4,0,0,0,0,1,2,1,1,0,0,0,0,0
10/4/1900,9/11/2020,110428,39.683396,-75.7474,1,0,0,0,0,0,1,3,1,1,0,0,1,7,0
10/5/1900,9/16/2020,103425,39.676991,-75.7475,2,4,1,0,2,3,1,2,1,1,0,0,0,0,0
10/6/1900,9/11/2020,110428,39.683401,-75.7474,2,3,1,0,0,6,0,2,1,1,0,0,0,0,0
10/7/1900,9/16/2020,103639,39.677774,-75.75,2,2,1,0,0,6,1,2,1,2,0,0,0,0,0
10/8/1900,9/11/2020,110428,39.683409,-75.7474,2,3,1,1,0,0,0,3,1,1,0,1,0,0,0
10/9/1900,9/16/2020,103643,39.677805,-75.75,2,2,1,0,0,6,0,2,1,2,0,0,0,0,0
10/10/1900,9/11/2020,110428,39.683413,-75.7474,2,3,0,0,0,0,0,3,1,1,0,1,0,0,0
10/11/1900,9/16/2020,103643,39.677805,-75.75,2,2,1,0,0,6,0,2,1,2,0,0,0,0,0
10/12/1900,9/11/2020,110428,39.683415,-75.7473,1,0,0,0,0,0,0,2,1,2,0,0,1,7,0
10/13/1900,9/16/2020,103716,39.677296,-75.7502,2,1,1,1,0,0,1,2,0,2,0,1,0,0,0
10/14/1900,9/11/2020,110428,39.683414,-75.7473,1,0,0,0,0,0,0,2,1,2,0,0,1,7,0
10/15/1900,9/16/2020,103745,39.677348,-75.7514,2,5,0,0,0,0,1,4,1,1,0,1,0,0,0
10/16/1900,9/11/2020,110434,39.683576,-75.7475,2,3,1,1,0,0,1,2,1,1,0,0,0,0,1
10/17/1900,9/16/2020,103821,39.677841,-75.7517,2,2,0,0,0,0,1,2,1,2,0,0,0,0,1
10/18/1900,9/11/2020,110439,39.683389,-75.7474,2,1,1,0,2,6,0,2,1,2,0,0,0,0,0
10/19/1900,9/16/2020,104041,39.679428,-75.7517,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0
10/20/1900,9/11/2020,110439,39.68339,-75.7474,2,1,1,1,0,4,0,2,1,1,0,0,0,0,1
10/21/1900,9/16/2020,104149,39.678737,-75.7513,1,0,1,1,0,0,1,4,1,2,0,1,0,0,0
10/22/1900,9/11/2020,110439,39.683379,-75.7474,2,2,0,0,0,0,1,2,1,2,0,0,0,0,0
10/23/1900,9/16/2020,104218,39.678678,-75.7522,2,3,1,1,0,0,1,2,0,1,0,1,0,0,0
10/24/1900,9/11/2020,110450,39.683407,-75.7476,2,3,0,0,0,0,1,2,1,1,0,0,0,0,0
10/25/1900,9/16/2020,104238,39.679073,-75.753,1,0,1,1,0,0,1,2,0,2,0,0,0,0,0
10/26/1900,9/11/2020,110456,39.683409,-75.7478,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0
10/27/1900,9/16/2020,104238,39.679073,-75.753,1,0,1,1,0,0,1,2,0,2,0,0,0,0,0
10/28/1900,9/11/2020,110456,39.683412,-75.7478,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0
10/29/1900,9/16/2020,104343,39.680146,-75.7535,2,2,1,0,0,6,1,3,1,2,0,0,0,0,0
10/30/1900,9/11/2020,110501,39.683356,-75.7481,1,0,0,0,0,0,0,2,0,2,0,0,1,7,0
10/31/1900,9/16/2020,104529,39.680881,-75.7554,3,5,0,0,0,0,1,3,1,1,0,0,0,0,0
11/1/1900,9/11/2020,110501,39.683357,-75.7481,1,0,0,0,0,0,0,2,1,1,0,0,1,7,0
11/2/1900,9/16/2020,104557,39.681678,-75.7554,4,3,0,0,0,0,1,2,1,1,0,0,0,0,0
11/3/1900,9/11/2020,110519,39.683363,-75.7482,2,3,0,0,0,0,1,3,0,1,0,0,0,0,0
11/4/1900,9/16/2020,104651,39.683064,-75.7542,2,4,0,0,0,0,0,2,1,2,0,0,0,0,1
11/5/1900,9/11/2020,110532,39.683327,-75.7485,2,4,1,0,2,3,0,2,1,2,0,0,0,0,0
11/6/1900,9/16/2020,104651,39.683064,-75.7542,2,4,0,0,0,0,0,2,1,2,0,0,0,0,0
11/7/1900,9/11/2020,110532,39.683336,-75.7485,2,4,0,0,0,0,0,2,1,2,0,0,0,0,0
11/8/1900,9/16/2020,104712,39.682402,-75.7539,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0
11/9/1900,9/11/2020,110532,39.683365,-75.7486,2,1,1,1,0,0,1,3,1,1,0,0,0,0,0
11/10/1900,9/16/2020,104717,39.68234,-75.7539,1,0,0,0,0,0,0,2,1,2,0,1,1,7,1
11/11/1900,9/11/2020,110532,39.683479,-75.7486,1,0,0,0,0,0,0,4,1,1,0,1,1,6,0
11/12/1900,9/16/2020,104753,39.681593,-75.7535,1,0,1,1,0,0,1,3,1,1,0,1,0,0,0
11/13/1900,9/11/2020,110535,39.683478,-75.7484,2,3,0,0,0,0,1,2,1,2,0,0,0,0,0
11/14/1900,9/16/2020,104842,39.680594,-75.7535,2,1,0,0,0,0,0,2,1,2,0,0,0,0,0
11/15/1900,9/11/2020,110559,39.683476,-75.7487,2,3,0,0,0,0,0,2,1,1,0,0,0,0,0
11/16/1900,9/16/2020,104842,39.680594,-75.7535,2,1,0,0,0,0,0,2,1,2,0,0,0,0,0
11/17/1900,9/11/2020,110559,39.68347,-75.7487,2,3,0,0,0,0,0,2,1,1,0,0,0,0,0
11/18/1900,9/16/2020,105035,39.680995,-75.7512,1,0,0,0,0,0,0,3,1,1,0,0,1,7,0
11/19/1900,9/11/2020,110559,39.683476,-75.7486,2,3,0,0,0,0,0,2,1,1,0,0,0,0,0
11/20/1900,9/16/2020,105035,39.680995,-75.7512,1,0,0,0,0,0,0,3,1,1,0,0,1,7,0
11/21/1900,9/11/2020,110601,39.683324,-75.7487,2,3,1,1,0,4,1,3,1,1,0,0,0,0,1
11/22/1900,9/16/2020,105127,39.68144,-75.7504,1,0,0,0,0,0,1,2,1,2,0,1,1,6,0
11/23/1900,9/11/2020,110608,39.683306,-75.7488,1,0,1,0,2,3,0,2,0,1,0,0,0,0,0
11/24/1900,9/16/2020,105235,39.681615,-75.7494,2,1,1,0,1,0,0,2,1,2,0,0,0,0,0
11/25/1900,9/11/2020,110608,39.683304,-75.7488,1,0,1,0,2,3,0,3,1,1,1,1,0,0,0
11/26/1900,9/16/2020,105235,39.681615,-75.7494,2,1,0,0,0,0,0,2,1,2,0,0,0,0,0
11/27/1900,9/11/2020,110613,39.68329,-75.7491,2,3,1,1,0,0,1,2,0,1,0,0,0,0,0
11/28/1900,9/16/2020,105235,39.681577,-75.7494,2,1,1,1,0,0,1,2,1,2,0,0,0,0,0
11/29/1900,9/11/2020,110615,39.683406,-75.7492,2,5,1,1,0,0,1,3,0,1,0,0,0,0,0
11/30/1900,9/16/2020,105338,39.680814,-75.7495,2,1,0,0,0,0,1,2,1,1,0,1,0,0,0
12/1/1900,9/11/2020,110616,39.683419,-75.7494,2,3,1,1,0,0,1,3,1,1,0,0,0,0,0
12/2/1900,9/16/2020,105439,39.679896,-75.7496,2,1,1,0,0,6,1,2,1,1,0,0,0,0,0
12/3/1900,9/11/2020,110616,39.683409,-75.7494,2,3,1,1,0,0,1,3,1,2,0,0,0,0,0
12/4/1900,9/16/2020,105521,39.679615,-75.7496,2,4,1,1,0,0,1,3,0,1,0,0,0,0,0
12/5/1900,9/11/2020,110646,39.683236,-75.7497,2,3,0,0,0,0,0,3,0,1,0,1,0,0,0
12/6/1900,9/16/2020,105541,39.679336,-75.7495,1,0,0,0,0,0,1,3,1,1,0,1,1,8,0
12/7/1900,9/11/2020,110646,39.68324,-75.7497,2,3,1,1,0,0,0,2,1,2,0,0,0,0,0
12/8/1900,9/16/2020,105551,39.679129,-75.7496,1,0,0,0,0,0,0,2,1,2,0,1,1,7,0
12/9/1900,9/11/2020,110646,39.683244,-75.7497,2,3,1,0,2,3,0,2,1,2,0,0,0,0,0
12/10/1900,9/16/2020,105551,39.679129,-75.7496,1,0,0,0,0,0,0,2,1,2,0,0,1,7,0
12/11/1900,9/11/2020,110646,39.683248,-75.7497,2,3,1,0,2,3,0,2,1,2,0,0,0,0,0
12/12/1900,9/16/2020,105553,39.679078,-75.7496,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0
12/13/1900,9/11/2020,110712,39.683237,-75.7498,2,4,1,1,0,0,0,2,0,2,0,1,0,0,0
12/14/1900,9/16/2020,105633,39.678758,-75.7497,2,3,0,0,0,0,1,2,1,1,0,0,0,0,0
12/15/1900,9/11/2020,110712,39.683227,-75.7498,2,4,1,1,0,0,0,2,0,2,0,0,0,0,0
12/16/1900,9/16/2020,105923,39.679226,-75.7478,2,4,1,1,0,4,1,2,1,2,0,1,0,0,1
12/17/1900,9/11/2020,110718,39.683402,-75.7497,2,4,1,1,0,0,1,4,1,1,0,0,0,0,0
12/18/1900,9/16/2020,105958,39.679417,-75.747,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
12/19/1900,9/11/2020,110721,39.683196,-75.7503,2,3,0,0,0,0,1,3,1,1,0,0,0,0,0
12/20/1900,9/16/2020,105958,39.679417,-75.747,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
12/21/1900,9/11/2020,110726,39.683171,-75.7503,2,3,1,0,2,3,1,2,1,2,0,0,0,0,0
12/22/1900,9/16/2020,110037,39.680347,-75.7479,2,8,1,0,2,3,1,3,1,1,0,1,0,0,0
12/23/1900,9/11/2020,11911,39.683022,-75.7525,2,3,0,0,0,0,0,1,1,2,0,0,0,0,0
12/24/1900,9/16/2020,110208,39.681504,-75.7486,1,0,0,0,0,0,1,3,0,2,0,1,0,0,1
12/25/1900,9/11/2020,11911,39.683024,-75.7525,2,3,0,0,0,0,0,4,1,1,0,1,0,0,0
12/26/1900,9/16/2020,110255,39.682096,-75.7475,2,4,1,1,0,0,1,2,1,2,0,0,0,0,0
12/27/1900,9/11/2020,111000,39.682965,-75.7533,2,3,1,1,0,0,1,2,0,2,0,0,0,0,0
12/28/1900,9/16/2020,110325,39.682296,-75.7463,2,4,0,0,0,0,1,2,0,2,0,1,0,0,0
12/29/1900,9/11/2020,111009,39.683091,-75.7535,2,3,1,0,0,0,0,2,1,2,0,0,0,0,0
12/30/1900,9/16/2020,110410,39.682942,-75.7454,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
12/31/1900,9/11/2020,111009,39.683096,-75.7535,2,3,0,0,0,0,0,2,1,2,0,0,0,0,0
1/1/1901,9/16/2020,110410,39.682942,-75.7454,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
1/2/1901,9/16/2020,122359,39.683548,-75.7458,2,3,1,1,0,0,1,3,1,1,0,1,0,0,0
1/3/1901,9/11/2020,111009,39.683096,-75.7535,2,3,0,0,0,0,0,2,1,2,0,0,0,0,0
1/4/1901,9/16/2020,122406,39.683546,-75.7459,2,3,0,0,0,0,1,2,0,1,0,0,0,0,0
1/5/1901,9/11/2020,111009,39.6831,-75.7535,2,3,0,0,0,0,0,2,1,2,0,0,0,0,0
1/6/1901,9/16/2020,122440,39.683458,-75.7469,2,3,1,1,0,0,1,2,0,1,0,0,0,0,0
1/7/1901,9/11/2020,111033,39.682946,-75.7535,2,3,0,0,0,0,0,2,1,2,0,0,0,0,0
1/8/1901,9/16/2020,122444,39.683419,-75.7469,2,3,1,0,2,6,0,2,1,2,0,0,0,0,0
1/9/1901,9/11/2020,111033,39.682952,-75.7535,2,3,0,0,0,0,0,2,1,1,0,0,0,0,0
1/10/1901,9/16/2020,122444,39.683459,-75.7469,2,3,1,0,2,6,0,2,1,2,0,1,0,0,0
1/11/1901,9/11/2020,111049,39.682952,-75.7538,1,0,1,1,0,0,0,2,1,2,0,0,0,0,0
1/12/1901,9/16/2020,122444,39.683439,-75.7469,2,3,1,0,2,6,0,2,1,2,0,0,0,0,0
1/13/1901,9/11/2020,111049,39.68294,-75.7537,1,0,1,1,0,0,0,2,1,2,0,0,0,0,0
1/14/1901,9/16/2020,122446,39.683439,-75.747,2,3,1,1,0,0,1,3,0,2,0,0,0,0,0
1/15/1901,9/11/2020,111049,39.682927,-75.7537,1,0,1,1,0,0,0,2,1,2,0,0,0,0,0
1/16/1901,9/16/2020,122456,39.683403,-75.7473,1,0,1,0,2,3,0,2,1,2,0,0,0,0,0
1/17/1901,9/11/2020,111122,39.683089,-75.7536,1,0,1,1,0,4,1,2,1,2,0,0,0,0,1
1/18/1901,9/16/2020,122456,39.683439,-75.7473,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0
1/19/1901,9/11/2020,111204,39.683443,-75.7525,1,0,0,0,0,0,1,3,0,1,0,1,1,0,0
1/20/1901,9/16/2020,122456,39.683405,-75.7473,2,3,1,1,0,0,1,2,1,2,0,0,0,0,0
1/21/1901,9/11/2020,111321,39.684031,-75.7527,2,8,1,1,0,0,1,2,0,2,0,0,0,0,0
1/22/1901,9/16/2020,122505,39.683394,-75.7475,2,2,1,1,0,0,1,2,0,1,0,0,0,0,0
1/23/1901,9/11/2020,111339,39.68393,-75.7525,2,1,1,1,0,0,1,2,1,1,0,0,0,0,0
1/24/1901,9/16/2020,122514,39.683416,-75.7475,2,3,1,0,2,6,0,2,1,2,0,0,0,0,0
1/25/1901,9/11/2020,111508,39.684725,-75.7542,2,2,0,0,0,0,1,2,1,1,0,0,0,0,0
1/26/1901,9/16/2020,122514,39.683417,-75.7475,2,3,1,0,2,6,0,2,1,2,0,0,0,0,0
1/27/1901,9/11/2020,111512,39.684946,-75.7544,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
1/28/1901,9/16/2020,122514,39.683407,-75.7475,2,3,1,0,2,6,0,2,1,2,0,0,0,0,0
1/29/1901,9/11/2020,111512,39.684946,-75.7544,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
1/30/1901,9/16/2020,122527,39.683338,-75.7474,2,2,1,1,0,0,1,2,1,2,0,0,0,0,0
1/31/1901,9/11/2020,111517,39.685092,-75.7543,2,2,1,1,0,0,0,2,1,2,0,1,0,0,0
2/1/1901,9/16/2020,122529,39.683307,-75.7474,2,1,1,1,0,0,1,2,1,2,0,1,0,0,0
2/2/1901,9/11/2020,111517,39.685111,-75.7543,2,2,1,1,0,0,0,2,0,2,0,1,0,0,0
2/3/1901,9/16/2020,122534,39.683108,-75.7474,2,1,1,1,0,0,0,4,1,1,0,1,0,0,0
2/4/1901,9/11/2020,111517,39.685125,-75.7543,2,2,1,1,0,0,0,2,1,1,0,1,0,0,0
2/5/1901,9/16/2020,122534,39.68311,-75.7474,2,1,1,1,0,0,0,4,1,1,0,1,0,0,0
2/6/1901,9/11/2020,111535,39.684737,-75.7544,2,1,1,1,0,0,0,2,0,2,0,1,0,0,0
2/7/1901,9/16/2020,122549,39.6834,-75.7477,2,3,1,1,0,0,1,2,0,1,0,0,0,0,0
2/8/1901,9/11/2020,111535,39.684736,-75.7544,2,1,1,1,0,0,0,2,1,2,0,0,0,0,0
2/9/1901,9/16/2020,122551,39.683396,-75.7478,2,3,0,0,0,0,1,2,1,2,0,0,0,0,0
2/10/1901,9/11/2020,111603,39.685731,-75.7545,2,2,1,1,0,0,1,3,0,1,0,1,0,0,0
2/11/1901,9/16/2020,122603,39.683372,-75.748,3,3,0,0,0,0,1,2,1,2,0,0,0,0,0
2/12/1901,9/11/2020,111609,39.685743,-75.7544,2,2,1,1,0,4,1,2,1,1,0,0,0,0,1
2/13/1901,9/16/2020,122608,39.683369,-75.748,1,0,1,0,2,3,1,3,0,2,0,1,1,7,0
2/14/1901,9/11/2020,111637,39.686693,-75.7546,2,2,1,0,2,3,1,2,1,1,0,0,0,0,1
2/15/1901,9/16/2020,122608,39.683368,-75.748,2,3,1,1,0,0,1,3,0,2,0,0,0,0,1
2/16/1901,9/11/2020,111751,39.689017,-75.754,2,2,1,1,0,4,1,4,1,2,0,0,0,0,1
2/17/1901,9/16/2020,122610,39.683371,-75.748,1,0,1,1,0,0,1,3,1,1,0,0,1,3,0
2/18/1901,9/11/2020,111751,39.688998,-75.754,2,2,1,1,0,0,1,4,1,1,0,0,0,0,0
2/19/1901,9/16/2020,122612,39.68338,-75.748,1,0,1,0,0,0,0,3,0,1,0,1,1,2,0
2/20/1901,9/11/2020,111815,39.689966,-75.7548,2,6,1,0,2,6,1,2,1,2,0,0,0,0,0
2/21/1901,9/16/2020,122612,39.683381,-75.748,1,0,1,0,0,0,0,3,0,2,0,1,1,2,1
2/22/1901,9/11/2020,111943,39.689244,-75.7568,2,4,0,0,0,0,0,1,1,2,0,0,0,0,1
2/23/1901,9/16/2020,122618,39.683358,-75.7481,2,3,1,1,0,0,1,2,1,1,0,1,0,0,0
2/24/1901,9/11/2020,111943,39.689233,-75.7568,2,4,1,1,0,0,0,3,1,1,0,1,0,0,0
2/25/1901,9/16/2020,122627,39.683316,-75.7486,4,3,1,1,0,0,1,2,2,2,0,0,0,0,0
2/26/1901,9/11/2020,111948,39.689182,-75.7569,2,4,1,1,0,0,0,2,1,2,0,0,0,0,0
2/27/1901,9/16/2020,122628,39.683461,-75.7488,1,0,0,0,0,0,0,4,1,1,0,1,0,0,0
2/28/1901,9/11/2020,111948,39.689192,-75.7569,2,4,1,1,0,0,0,2,1,1,0,0,0,0,0
3/1/1901,9/16/2020,122652,39.683333,-75.7485,2,3,1,1,0,0,1,2,1,1,0,0,0,0,0
3/2/1901,9/11/2020,112123,39.690021,-75.7582,2,6,1,1,0,0,1,3,0,1,0,1,0,0,0
