id,date,timeofday,LON,LAT,"activity 1=not morving, 2=walking, 3=running, 4=biking, 6=skateboarding","direction 1=n, 2=s, 3=e, 4=w, 5=sw, 6=se, 7=nw, 8=ne","withmask 0=no, 1=yes","nomaskimpr 0=no mask or mask but incorrect, 1=mask and correct","maskreason 1=nose exposed, 2=nose and mouth exposed","maskother 1=exhalation valve or vent, 2=on forehead, 3=around neck, 4=touched mask, 5=<2 years of age, 6=in hand, 7=hanging on ear","socialdist 0=no, 1=yes","agegroup 1=<18, 2=18-30, 3=31-55, 4=>55","white 0=not white, 1=white","sex 1=male, 2=female","smoking 0= not smoking, 1=smoking","obese 0=not overweight/obese, 1=overweight/obese","touchsurface 0=no, 1=yes","surfacetype 1=trash can, 2=parking meter, 3=door handle, 4=railing, 5=auto, 6=building, 7=other, 8=bench, 9=phone, 11=tools, 12=table","Etiquette1 0=no hands to head, 1= hands to head"
27,9/03/2020,122345,39.678672,-75.7489,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0
28,9/03/2020,115315,39.676966,-75.7482,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0
29,9/03/2020,115315,39.67698,-75.7482,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0
30,9/03/2020,115447,39.677069,-75.7472,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0
31,9/03/2020,115525,39.67727,-75.7487,2,6,0,0,0,0,0,2,1,2,0,0,0,0,0
32,9/03/2020,115525,39.677276,-75.7487,2,6,0,0,0,0,0,2,1,2,0,0,0,0,0
33,9/03/2020,115536,39.677378,-75.7491,2,6,1,1,0,0,0,3,1,1,0,0,0,0,0
34,9/03/2020,115536,39.677385,-75.7491,2,6,1,0,1,0,0,2,1,1,0,0,0,0,0
35,9/03/2020,115536,39.677384,-75.7491,2,6,1,0,1,0,0,3,1,2,0,0,0,0,0
36,9/03/2020,115536,39.677387,-75.7491,2,6,1,1,0,0,0,2,1,2,0,0,0,0,0
37,9/03/2020,115714,39.677103,-75.7502,3,1,0,0,0,0,1,2,1,2,0,0,0,0,0
38,9/03/2020,115746,39.677512,-75.7501,2,2,0,0,0,0,1,2,1,1,0,0,0,0,0
39,9/03/2020,115757,39.677301,-75.7501,2,1,1,1,0,0,1,2,0,1,0,0,0,0,0
40,9/03/2020,115951,39.67823,-75.7517,2,2,1,1,0,4,0,2,1,2,0,0,0,1,0
41,9/03/2020,115951,39.678229,-75.7517,2,2,0,0,0,0,0,2,1,1,0,1,0,0,0
42,9/03/2020,115951,39.678238,-75.7517,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
43,9/03/2020,120011,39.678066,-75.7524,1,0,1,1,0,0,0,3,1,2,0,1,0,0,0
44,9/03/2020,120011,39.678081,-75.7524,1,0,1,1,0,4,0,2,1,2,0,1,0,1,0
45,9/03/2020,120011,39.678077,-75.7524,1,0,1,1,0,0,0,2,1,2,0,1,0,0,0
46,9/03/2020,120021,39.677717,-75.7523,2,7,1,1,0,0,1,4,1,2,0,1,0,0,0
47,9/03/2020,120001,39.677342,-75.7517,2,1,0,0,0,0,0,2,1,2,0,0,0,0,0
48,9/03/2020,120001,39.677339,-75.7517,2,1,0,0,0,0,0,2,1,2,0,0,0,0,0
49,9/03/2020,120139,39.678614,-75.7524,2,6,1,1,0,0,1,3,0,1,0,0,0,0,0
50,9/03/2020,120212,39.678742,-75.7517,2,2,1,1,0,0,0,3,0,1,0,1,0,0,0
51,9/03/2020,120212,39.678744,-75.7517,2,2,1,1,0,0,0,3,1,2,0,0,0,0,0
52,9/03/2020,120249,39.678999,-75.7517,2,2,1,1,0,0,1,2,1,2,0,0,0,0,0
53,9/03/2020,120321,39.679452,-75.7518,2,1,1,0,2,3,1,2,1,1,1,0,0,0,0
54,9/03/2020,120338,39.679605,-75.7519,3,2,0,0,0,0,1,2,1,2,0,0,0,0,0
55,9/03/2020,120417,39.678644,-75.7523,2,3,1,1,0,0,1,3,1,1,0,1,0,0,0
56,9/03/2020,120506,39.67821,-75.7513,2,3,1,1,0,0,0,2,1,1,0,0,0,0,0
57,9/03/2020,120506,39.678201,-75.7513,2,3,1,1,0,0,0,2,1,2,0,0,0,0,0
58,9/03/2020,120506,39.678193,-75.7513,2,3,1,1,0,0,0,2,1,2,0,0,0,0,0
59,9/03/2020,120526,39.67787,-75.7516,1,0,1,1,0,0,0,3,1,2,0,1,1,8,0
60,9/03/2020,120526,39.677862,-75.7516,1,0,1,0,2,3,0,3,1,1,0,1,0,0,0
61,9/03/2020,120526,39.677855,-75.7516,1,0,1,0,2,3,0,1,1,2,0,0,0,0,0
62,9/03/2020,120628,39.679036,-75.7534,2,3,0,0,0,0,1,2,1,1,0,0,0,0,0
63,9/03/2020,120712,39.679506,-75.7535,2,2,0,0,0,0,1,2,1,1,0,0,0,0,0
64,9/03/2020,120723,39.679857,-75.7536,2,1,1,1,0,0,1,3,0,1,0,0,0,0,0
65,9/03/2020,120909,39.680438,-75.7558,2,1,0,0,0,0,1,3,1,1,0,0,0,0,0
66,9/03/2020,121006,39.682161,-75.755,2,3,1,1,0,0,1,3,0,1,0,0,0,0,0
67,9/03/2020,121019,39.682667,-75.7548,2,8,1,0,2,3,0,3,1,1,0,0,0,0,0
68,9/03/2020,121019,39.682656,-75.7548,2,8,1,1,0,0,0,2,1,1,0,0,0,0,0
69,9/03/2020,121028,39.682861,-75.7547,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1
70,9/03/2020,121117,39.682193,-75.7539,2,1,0,0,0,0,0,2,1,2,0,0,0,0,0
71,9/03/2020,121117,39.68219,-75.7539,2,1,1,0,2,6,0,2,1,2,0,0,0,0,0
72,9/03/2020,121416,39.6819,-75.7526,3,6,0,0,0,0,1,2,1,1,0,0,0,0,0
73,9/03/2020,121429,39.682372,-75.7523,2,2,1,1,0,0,1,4,1,1,0,1,0,0,0
74,9/03/2020,121432,39.682439,-75.7523,1,0,0,0,0,0,0,2,1,1,0,0,1,8,0
75,9/03/2020,121432,39.682428,-75.7523,1,0,0,0,0,0,0,2,1,1,0,0,1,8,0
76,9/03/2020,121438,39.682706,-75.7524,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1
77,9/03/2020,121438,39.682718,-75.7524,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0
78,9/03/2020,121441,39.682732,-75.7523,1,0,0,0,0,0,1,2,0,1,0,0,1,8,0
79,9/03/2020,121442,39.682796,-75.7524,2,2,0,0,0,0,1,4,1,2,0,0,0,0,0
80,9/03/2020,121442,39.682899,-75.7524,2,4,0,0,0,0,1,4,1,1,0,1,1,4,0
81,9/03/2020,121534,39.681767,-75.7516,2,4,1,1,0,0,1,2,1,1,0,0,0,0,0
82,9/03/2020,121536,39.681779,-75.7515,2,4,1,1,0,0,1,2,1,2,0,1,0,0,0
83,9/03/2020,121641,39.681391,-75.7504,2,3,1,1,0,0,0,3,0,2,0,1,0,0,0
84,9/03/2020,121641,39.681386,-75.7504,2,3,1,1,0,0,0,3,0,2,0,0,0,0,0
85,9/03/2020,121803,39.682117,-75.7476,3,4,0,0,0,0,1,2,1,1,0,0,0,0,0
86,9/03/2020,121803,39.682086,-75.7476,3,4,0,0,0,0,1,2,1,1,0,0,0,0,0
87,9/03/2020,121824,39.682084,-75.7472,2,1,1,1,0,0,1,3,1,1,0,0,0,0,0
88,9/03/2020,121835,39.682207,-75.7474,2,2,1,1,0,0,1,3,0,2,0,1,0,0,0
89,9/03/2020,121837,39.682244,-75.7473,2,2,1,1,0,0,1,2,1,1,0,0,0,0,0
90,9/03/2020,111936,39.683582,-75.7454,2,4,0,0,0,0,1,2,1,2,0,0,0,0,0
91,9/03/2020,111941,39.683703,-75.7456,2,3,0,0,0,0,1,2,1,1,0,0,0,0,0
92,9/03/2020,111948,39.683553,-75.7457,2,3,0,0,0,0,1,3,1,1,0,0,0,0,0
93,9/03/2020,111959,39.683518,-75.746,1,0,1,1,0,0,1,2,1,2,0,0,0,0,0
94,9/03/2020,112003,39.683516,-75.7463,2,3,0,0,0,0,1,2,1,2,0,0,0,0,0
95,9/03/2020,112033,39.68361,-75.7468,2,3,1,0,1,0,1,2,1,2,0,0,0,0,0
96,9/03/2020,112037,39.683445,-75.7468,2,3,1,1,0,0,1,2,1,2,0,0,0,0,0
97,9/03/2020,112037,39.683437,-75.7469,2,3,1,1,0,0,0,2,1,2,0,0,0,0,0
98,9/03/2020,112037,39.683449,-75.7469,2,3,1,1,0,0,0,2,1,2,0,0,0,0,0
99,9/03/2020,112042,39.68359,-75.7472,2,3,1,0,2,3,0,3,1,1,0,1,0,0,0
100,9/03/2020,112042,39.683602,-75.7472,2,3,1,0,2,3,0,3,1,2,0,0,0,0,0
101,9/03/2020,112044,39.683416,-75.7472,2,2,0,0,0,0,1,2,1,2,0,0,0,0,0
102,9/03/2020,112050,39.683542,-75.7473,1,0,0,0,0,0,1,3,1,1,0,0,1,5,0
103,9/03/2020,112054,39.683407,-75.7472,1,0,1,1,0,0,0,2,1,2,0,0,0,0,0
104,9/03/2020,112054,39.683415,-75.7472,1,0,1,1,0,0,0,2,1,2,0,0,0,0,0
105,9/03/2020,112054,39.683406,-75.7473,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0
106,9/03/2020,112054,39.683407,-75.7473,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0
107,9/03/2020,112054,39.6834,-75.7474,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0
108,9/03/2020,112054,39.683432,-75.7474,2,3,1,1,0,0,1,2,1,2,0,0,0,0,0
109,9/03/2020,112059,39.683405,-75.7475,2,6,0,0,0,0,1,2,1,1,0,0,0,0,0
110,9/03/2020,112105,39.683553,-75.7476,2,3,1,1,0,0,0,2,1,2,0,0,0,0,0
111,9/03/2020,112105,39.683561,-75.7476,2,3,1,1,0,0,0,2,1,2,0,0,0,0,0
112,9/03/2020,112105,39.68357,-75.7476,2,3,1,1,0,0,0,2,1,2,0,0,0,0,0
113,9/03/2020,112105,39.683572,-75.7476,2,3,0,0,0,0,0,2,1,2,0,0,0,0,0
114,9/03/2020,112111,39.683416,-75.7475,2,4,1,1,0,0,0,2,1,2,0,0,0,0,0
115,9/03/2020,112111,39.683407,-75.7475,2,4,1,1,0,0,0,2,1,2,0,1,0,0,0
116,9/03/2020,112136,39.683376,-75.748,2,3,0,0,0,0,0,3,1,2,0,0,0,0,0
117,9/03/2020,112136,39.683386,-75.748,2,3,1,0,2,3,0,3,1,1,0,0,0,0,0
118,9/03/2020,112144,39.683506,-75.7481,2,3,1,1,0,0,1,2,1,2,0,0,0,0,0
119,9/03/2020,112144,39.68351,-75.748,2,3,1,1,0,0,0,2,1,2,0,0,0,0,0
120,9/03/2020,112144,39.683517,-75.748,2,4,1,0,2,3,0,3,1,2,0,1,0,0,0
121,9/03/2020,112225,39.683489,-75.7484,2,4,1,1,0,0,1,4,1,1,0,0,0,0,0
122,9/03/2020,112225,39.683472,-75.7484,2,2,1,1,0,0,1,3,0,2,0,1,0,0,0
123,9/03/2020,112252,39.683498,-75.7487,1,0,1,0,2,3,1,3,0,2,0,1,0,0,0
124,9/03/2020,112252,39.683458,-75.7487,2,3,0,0,0,0,1,3,1,1,0,0,0,0,0
125,9/03/2020,112304,39.683452,-75.7489,3,3,0,0,0,0,1,2,1,2,0,0,0,0,0
126,9/03/2020,112312,39.683281,-75.7491,2,3,1,1,0,0,0,2,0,1,0,1,0,0,0
127,9/03/2020,112312,39.683291,-75.7491,2,3,1,1,0,0,0,2,0,1,0,0,0,0,0
128,9/03/2020,112312,39.683425,-75.7492,2,3,0,0,0,0,1,2,1,2,0,0,0,0,0
129,9/03/2020,112328,39.683401,-75.7495,2,3,1,1,0,0,1,2,1,2,0,0,0,0,0
130,9/03/2020,112336,39.683261,-75.7493,2,3,1,0,2,3,0,2,1,2,0,0,0,0,1
131,9/03/2020,112336,39.683271,-75.7493,2,3,0,0,0,0,0,2,1,2,0,0,0,0,0
132,9/03/2020,112336,39.68328,-75.7493,2,3,0,0,0,0,0,2,1,2,0,0,0,0,0
133,9/03/2020,112349,39.683273,-75.7492,2,3,0,0,0,0,0,3,1,2,0,0,0,0,0
134,9/03/2020,112349,39.683283,-75.7492,2,3,0,0,0,0,0,2,1,2,0,0,0,0,0
135,9/03/2020,112349,39.683288,-75.7492,2,3,0,0,0,0,0,3,1,1,0,1,0,0,0
136,9/03/2020,112357,39.683255,-75.7495,2,3,0,0,0,0,1,2,1,2,0,0,0,0,0
137,9/03/2020,112404,39.683381,-75.7498,2,3,1,1,0,0,1,2,1,1,0,0,0,0,0
138,9/03/2020,112408,39.683216,-75.75,2,3,1,1,0,0,1,2,1,2,0,0,0,0,0
139,9/03/2020,112414,39.683201,-75.7501,2,3,1,1,0,0,1,2,1,1,0,0,0,0,0
140,9/03/2020,112415,39.68317,-75.75,2,8,0,0,0,0,1,3,1,1,0,0,0,0,0
141,9/03/2020,112416,39.683108,-75.7499,2,6,0,0,0,0,1,3,1,1,0,0,0,0,0
142,9/03/2020,112425,39.683222,-75.7499,2,4,1,1,0,0,1,2,1,2,0,1,0,0,0
143,9/03/2020,112438,39.683331,-75.7506,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0
144,9/03/2020,112438,39.683329,-75.7505,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0
145,9/03/2020,112454,39.683325,-75.7508,1,0,1,0,2,3,0,2,1,2,0,1,0,0,0
146,9/03/2020,112454,39.683326,-75.7508,1,0,1,0,2,3,0,2,1,2,0,0,0,0,0
147,9/03/2020,112518,39.683107,-75.7515,1,0,1,1,0,0,0,3,0,2,0,1,0,0,0
148,9/03/2020,112518,39.683112,-75.7516,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0
149,9/03/2020,112519,39.683234,-75.7515,2,3,1,1,0,0,1,2,1,2,0,0,0,0,0
150,9/03/2020,112524,39.683065,-75.7518,2,3,1,1,0,0,1,2,1,2,0,1,0,0,0
151,9/03/2020,112533,39.682984,-75.7521,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
152,9/03/2020,112533,39.682979,-75.7522,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
153,9/03/2020,112533,39.682996,-75.7523,2,2,1,1,0,0,1,2,1,2,0,0,0,0,0
154,9/03/2020,112546,39.683234,-75.7524,2,2,1,1,0,4,1,3,0,1,0,1,0,0,0
155,9/03/2020,112559,39.683044,-75.7525,2,3,0,0,0,6,1,2,1,2,0,0,0,0,0
156,9/03/2020,112607,39.682912,-75.7528,2,1,0,0,0,0,1,3,1,1,0,1,0,0,0
157,9/03/2020,112731,39.683385,-75.7536,1,0,1,1,0,0,0,4,0,1,0,0,0,0,0
158,9/03/2020,112731,39.683397,-75.7536,1,0,1,1,0,0,0,2,0,1,0,0,0,0,0
159,9/03/2020,112739,39.683665,-75.7537,1,0,1,1,0,0,1,2,1,2,0,1,0,0,0
160,9/03/2020,112814,39.683443,-75.7525,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0
161,9/03/2020,112814,39.68344,-75.7526,1,0,0,0,0,0,0,4,1,1,0,1,0,0,0
162,9/03/2020,112814,39.68344,-75.7526,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0
163,9/03/2020,112819,39.683605,-75.7525,1,0,1,1,0,0,0,2,1,2,0,0,0,0,0
164,9/03/2020,112819,39.683616,-75.7525,1,0,1,1,0,0,0,2,1,1,0,0,0,0,0
165,9/03/2020,112844,39.683963,-75.7525,2,2,1,1,0,0,0,2,1,2,0,0,0,0,0
166,9/03/2020,112844,39.683962,-75.7525,2,2,1,1,0,0,0,2,1,2,0,1,0,0,0
167,9/03/2020,112909,39.684005,-75.7527,2,8,1,0,2,3,0,2,1,1,0,0,0,0,0
168,9/03/2020,112909,39.684012,-75.7527,2,8,1,0,2,3,0,2,1,1,0,0,0,0,0
169,9/03/2020,113000,39.684322,-75.7537,1,0,9,9,9,9,1,2,1,1,0,0,0,0,0
170,9/03/2020,113023,39.684224,-75.7543,3,2,1,1,0,0,1,2,1,2,0,0,0,0,0
171,9/03/2020,113034,39.684555,-75.7541,2,6,0,0,0,0,1,2,1,2,0,1,0,0,1
172,9/03/2020,113049,39.684729,-75.7544,2,1,1,1,0,0,1,2,0,2,0,0,0,0,0
173,9/03/2020,113107,39.684813,-75.7544,2,2,1,0,2,3,1,2,1,1,0,0,0,0,0
174,9/03/2020,113139,39.685792,-75.7545,4,2,1,1,0,0,1,2,1,9,9,9,0,0,0
175,9/03/2020,113139,39.68573,-75.7545,4,2,1,1,0,0,1,2,1,9,9,9,0,0,0
176,9/03/2020,113140,39.685741,-75.7545,2,2,1,0,2,3,1,2,1,1,0,0,0,0,0
177,9/03/2020,113142,39.685715,-75.7547,2,3,1,1,0,0,1,2,0,1,0,0,0,0,0
178,9/03/2020,113325,39.685843,-75.7545,1,0,0,0,0,0,0,2,1,2,0,9,0,0,0
179,9/03/2020,113325,39.68585,-75.7545,1,0,1,0,2,3,0,2,1,2,0,0,0,0,0
180,9/03/2020,113325,39.685857,-75.7545,4,2,0,0,0,0,0,2,1,1,0,0,0,0,0
181,9/03/2020,113325,39.685855,-75.7544,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
182,9/03/2020,113325,39.685858,-75.7544,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
183,9/03/2020,113341,39.68614,-75.7544,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
184,9/03/2020,113341,39.686141,-75.7544,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
185,9/03/2020,113349,39.686619,-75.7546,2,2,1,0,2,6,1,2,1,2,0,0,0,0,0
186,9/03/2020,113349,39.686621,-75.7545,2,2,1,0,2,6,1,2,1,1,0,0,0,0,0
187,9/03/2020,113409,39.687173,-75.7548,2,6,1,1,0,0,0,2,1,1,0,1,0,0,0
188,9/03/2020,113409,39.687182,-75.7548,2,6,0,0,0,0,0,2,1,1,0,0,0,0,0
189,9/03/2020,113423,39.687238,-75.7548,2,6,1,1,0,0,1,2,1,2,0,0,0,0,0
190,9/03/2020,113447,39.688217,-75.7556,2,6,1,1,0,0,1,2,1,1,0,0,0,0,0
191,9/03/2020,113454,39.688441,-75.7558,2,6,1,1,0,0,0,3,0,2,0,1,0,0,0
192,9/03/2020,113454,39.688447,-75.7558,2,6,1,0,2,3,0,3,1,2,0,1,0,0,0
193,9/03/2020,113502,39.688689,-75.7561,2,6,1,1,0,0,0,2,1,2,0,0,0,0,0
194,9/03/2020,113502,39.688696,-75.756,2,6,1,1,0,0,0,2,1,1,0,0,0,0,0
195,9/03/2020,113502,39.688701,-75.756,2,6,1,1,0,0,0,2,1,2,0,0,0,0,0
196,9/03/2020,113550,39.689578,-75.7567,2,5,1,1,0,0,0,2,1,2,0,0,0,0,0
197,9/03/2020,113550,39.689574,-75.7566,2,5,1,1,0,0,0,2,0,2,0,1,0,0,0
198,9/03/2020,113659,39.689535,-75.7568,2,6,1,0,2,3,0,2,1,2,0,0,0,0,0
199,9/03/2020,113659,39.689543,-75.7568,2,6,1,0,2,3,0,2,1,2,0,0,0,0,0
200,9/11/2020,121120,39.679267,-75.7487,1,0,9,9,9,9,1,9,9,1,0,0,0,0,0
201,9/11/2020,114350,39.67768,-75.7517,1,0,0,0,0,0,0,1,1,1,0,0,8,0,0
202,9/11/2020,114350,39.67768,-75.7517,1,0,0,0,0,0,0,2,1,1,0,0,8,0,0
203,9/11/2020,114357,39.677737,-75.7517,2,1,0,0,0,0,1,2,1,2,0,0,0,0,0
204,9/11/2020,114610,39.678242,-75.7523,2,2,1,1,0,0,1,2,1,1,0,0,0,0,0
205,9/11/2020,114647,39.678631,-75.7516,1,0,0,0,0,0,0,1,1,2,0,0,1,10,0
206,9/11/2020,114647,39.678631,-75.7516,1,0,0,0,0,0,0,3,1,1,0,1,1,10,0
207,9/11/2020,115012,39.679089,-75.7535,2,2,1,1,0,0,1,2,1,1,0,1,0,0,0
208,9/11/2020,115321,39.680952,-75.7555,2,3,1,1,0,0,1,2,1,2,0,0,0,0,0
209,9/11/2020,115321,39.680964,-75.7556,2,2,0,0,0,0,1,2,1,2,0,0,0,0,0
210,9/11/2020,115414,39.682915,-75.7547,2,4,1,0,2,1,1,2,1,2,0,0,0,0,0
211,9/11/2020,115457,39.682904,-75.7542,2,1,0,0,0,0,1,2,1,2,0,0,0,0,0
212,9/11/2020,115523,39.682389,-75.7539,1,0,0,0,0,0,1,2,1,2,0,0,1,7,0
213,9/11/2020,115523,39.682382,-75.7539,1,0,0,0,0,0,0,2,1,2,0,1,1,7,1
214,9/11/2020,115523,39.682344,-75.7539,1,0,0,0,0,0,0,2,1,2,0,0,1,7,0
215,9/11/2020,115523,39.682261,-75.7539,1,0,0,0,0,0,0,2,1,1,0,0,1,7,0
216,9/11/2020,115529,39.682037,-75.7538,2,1,0,0,0,0,1,2,1,2,0,1,0,0,0
217,9/11/2020,115651,39.683133,-75.7536,2,2,1,1,0,0,0,2,1,1,0,0,0,0,0
218,9/11/2020,115651,39.683132,-75.7537,2,2,0,0,0,0,0,2,1,2,0,1,0,0,0
219,9/11/2020,115743,39.680705,-75.7536,2,4,1,1,0,0,1,3,0,1,0,1,0,0,0
220,9/11/2020,115933,39.681714,-75.7525,2,4,1,1,0,0,0,2,1,2,0,1,0,0,0
221,9/11/2020,115933,39.681714,-75.7525,2,4,1,0,0,4,0,2,1,2,0,1,0,0,1
222,9/11/2020,120838,39.678843,-75.7498,2,3,1,1,0,0,0,2,0,2,0,0,0,0,0
223,9/11/2020,120838,39.678852,-75.7498,2,3,1,1,0,0,0,2,0,1,0,0,0,0,0
224,9/11/2020,120948,39.678184,-75.748,2,1,0,0,0,0,1,3,1,1,0,0,0,0,0
225,9/03/2020,113659,39.689552,-75.7568,2,6,1,0,2,3,0,2,1,2,0,0,0,0,0
226,9/11/2020,121138,39.679445,-75.7485,2,4,0,0,0,0,1,2,1,2,0,0,0,0,0
227,9/11/2020,120307,39.681903,-75.7499,2,4,0,0,0,0,1,2,1,2,0,0,0,0,1
228,9/11/2020,120158,39.681237,-75.7504,2,1,1,1,0,0,1,2,0,2,0,0,0,0,0
229,9/11/2020,121511,39.682032,-75.7494,2,2,0,0,0,0,1,2,1,2,0,0,0,0,0
230,9/11/2020,121531,39.682146,-75.7481,2,4,0,0,0,0,1,3,1,2,0,0,0,0,0
231,9/11/2020,120325,39.681905,-75.7494,2,2,1,1,0,0,1,2,0,1,0,0,0,0,0
232,9/11/2020,121604,39.682216,-75.7473,2,2,1,1,0,0,1,2,1,1,0,0,0,0,0
233,9/11/2020,120325,39.681907,-75.7495,2,4,1,1,0,0,1,2,1,2,0,0,0,0,1
234,9/11/2020,121714,39.682321,-75.7459,2,3,1,0,0,4,0,2,0,1,0,0,0,0,1
235,9/11/2020,120412,39.681156,-75.7495,2,2,0,0,0,0,1,2,0,1,0,0,0,0,0
236,9/11/2020,121714,39.682331,-75.7459,2,3,0,0,0,0,0,2,0,1,0,1,0,0,0
237,9/11/2020,120445,39.680255,-75.7497,2,1,0,0,0,0,1,3,1,1,0,0,0,0,0
238,9/11/2020,121722,39.682215,-75.7456,2,3,1,1,0,0,0,2,1,1,0,0,0,0,0
239,9/11/2020,121722,39.682197,-75.7457,2,1,1,1,0,0,0,2,1,1,0,0,0,0,0
240,9/11/2020,121722,39.682206,-75.7456,2,3,0,0,0,0,1,2,1,1,0,0,0,0,0
241,9/11/2020,120448,39.680115,-75.7497,2,1,1,1,0,0,1,2,0,1,0,0,0,0,0
242,9/11/2020,121740,39.682154,-75.7453,2,3,0,0,0,0,1,2,1,1,0,0,0,0,0
243,9/11/2020,120453,39.680148,-75.7496,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
244,9/11/2020,121843,39.683717,-75.7455,1,0,1,1,0,0,1,3,1,2,0,0,1,11,0
245,9/11/2020,120453,39.680148,-75.7496,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0
246,9/11/2020,121843,39.683715,-75.7454,1,0,1,1,0,0,1,3,0,2,0,1,0,0,0
247,9/11/2020,120453,39.680143,-75.7496,2,2,0,0,0,0,0,3,1,2,0,0,0,0,0
